Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
11/01/1998,1997-1998,20,Deportivo de La Coruña,Tenerife,1,0
11/01/1998,1997-1998,20,Espanyol,Athletic Club,0,1
11/01/1998,1997-1998,20,Sporting de Gijón,Compostela,0,2
11/01/1998,1997-1998,20,Mérida,Oviedo,2,1
11/01/1998,1997-1998,20,Real Sociedad,Barcelona,2,2
11/01/1998,1997-1998,20,Salamanca,Racing de Santander,0,0
11/01/1998,1997-1998,20,Zaragoza,Celta de Vigo,1,0
12/01/1998,1997-1998,20,Valencia,Mallorca,0,0
25/02/1998,1997-1998,20,Betis,Valladolid,3,0
17/01/1998,1997-1998,21,Celta de Vigo,Espanyol,1,0
17/01/1998,1997-1998,21,Oviedo,Zaragoza,3,0
17/01/1998,1997-1998,21,Valladolid,Atlético de Madrid,2,1
18/01/1998,1997-1998,21,Athletic Club,Betis,0,0
18/01/1998,1997-1998,21,Compostela,Mérida,3,0
18/01/1998,1997-1998,21,Mallorca,Deportivo de La Coruña,0,0
18/01/1998,1997-1998,21,Racing de Santander,Real Sociedad,3,1
18/01/1998,1997-1998,21,Real Madrid,Salamanca,1,0
18/01/1998,1997-1998,21,Tenerife,Sporting de Gijón,2,1
19/01/1998,1997-1998,21,Barcelona,Valencia,3,4
24/01/1998,1997-1998,22,Atlético de Madrid,Athletic Club,3,0
25/01/1998,1997-1998,22,Betis,Celta de Vigo,2,0
25/01/1998,1997-1998,22,Deportivo de La Coruña,Barcelona,3,1
25/01/1998,1997-1998,22,Espanyol,Oviedo,0,0
25/01/1998,1997-1998,22,Sporting de Gijón,Mallorca,1,3
25/01/1998,1997-1998,22,Real Sociedad,Real Madrid,4,2
25/01/1998,1997-1998,22,Tenerife,Compostela,5,1
25/01/1998,1997-1998,22,Valencia,Racing de Santander,6,1
25/01/1998,1997-1998,22,Zaragoza,Mérida,1,1
26/01/1998,1997-1998,22,Salamanca,Valladolid,1,0
31/01/1998,1997-1998,23,Athletic Club,Salamanca,1,0
31/01/1998,1997-1998,23,Mallorca,Tenerife,5,1
31/01/1998,1997-1998,23,Oviedo,Betis,0,0
01/02/1998,1997-1998,23,Barcelona,Sporting de Gijón,2,1
01/02/1998,1997-1998,23,Celta de Vigo,Atlético de Madrid,1,1
01/02/1998,1997-1998,23,Compostela,Zaragoza,2,0
01/02/1998,1997-1998,23,Mérida,Espanyol,1,1
01/02/1998,1997-1998,23,Racing de Santander,Deportivo de La Coruña,0,1
01/02/1998,1997-1998,23,Valladolid,Real Sociedad,0,4
02/02/1998,1997-1998,23,Real Madrid,Valencia,1,2
07/02/1998,1997-1998,24,Mallorca,Compostela,2,1
07/02/1998,1997-1998,24,Real Sociedad,Athletic Club,1,1
08/02/1998,1997-1998,24,Betis,Mérida,2,1
08/02/1998,1997-1998,24,Deportivo de La Coruña,Real Madrid,2,2
08/02/1998,1997-1998,24,Espanyol,Zaragoza,0,1
08/02/1998,1997-1998,24,Sporting de Gijón,Racing de Santander,2,1
08/02/1998,1997-1998,24,Salamanca,Celta de Vigo,0,1
08/02/1998,1997-1998,24,Tenerife,Barcelona,1,1
08/02/1998,1997-1998,24,Valencia,Valladolid,1,2
09/02/1998,1997-1998,24,Atlético de Madrid,Oviedo,4,1
14/02/1998,1997-1998,25,Valladolid,Deportivo de La Coruña,1,0
15/02/1998,1997-1998,25,Athletic Club,Valencia,0,3
15/02/1998,1997-1998,25,Barcelona,Mallorca,0,0
15/02/1998,1997-1998,25,Celta de Vigo,Real Sociedad,2,1
15/02/1998,1997-1998,25,Compostela,Espanyol,1,1
15/02/1998,1997-1998,25,Mérida,Atlético de Madrid,2,1
15/02/1998,1997-1998,25,Racing de Santander,Tenerife,2,1
15/02/1998,1997-1998,25,Real Madrid,Sporting de Gijón,3,0
15/02/1998,1997-1998,25,Oviedo,Salamanca,2,0
15/02/1998,1997-1998,25,Zaragoza,Betis,3,1
21/02/1998,1997-1998,26,Sporting de Gijón,Valladolid,1,2
21/02/1998,1997-1998,26,Tenerife,Real Madrid,4,3
22/02/1998,1997-1998,26,Barcelona,Compostela,2,0
22/02/1998,1997-1998,26,Betis,Espanyol,1,3
22/02/1998,1997-1998,26,Deportivo de La Coruña,Athletic Club,3,0
22/02/1998,1997-1998,26,Mallorca,Racing de Santander,2,1
22/02/1998,1997-1998,26,Real Sociedad,Oviedo,2,2
22/02/1998,1997-1998,26,Salamanca,Mérida,3,1
22/02/1998,1997-1998,26,Valencia,Celta de Vigo,2,1
23/02/1998,1997-1998,26,Atlético de Madrid,Zaragoza,2,1
28/02/1998,1997-1998,27,Compostela,Betis,2,3
28/02/1998,1997-1998,27,Espanyol,Atlético de Madrid,2,2
28/02/1998,1997-1998,27,Real Madrid,Mallorca,2,0
01/03/1998,1997-1998,27,Athletic Club,Sporting de Gijón,2,2
01/03/1998,1997-1998,27,Celta de Vigo,Deportivo de La Coruña,2,1
01/03/1998,1997-1998,27,Mérida,Real Sociedad,3,1
01/03/1998,1997-1998,27,Oviedo,Valencia,0,0
01/03/1998,1997-1998,27,Valladolid,Tenerife,2,1
01/03/1998,1997-1998,27,Zaragoza,Salamanca,1,1
02/03/1998,1997-1998,27,Racing de Santander,Barcelona,2,4
07/03/1998,1997-1998,28,Barcelona,Real Madrid,3,0
08/03/1998,1997-1998,28,Atlético de Madrid,Betis,0,0
08/03/1998,1997-1998,28,Deportivo de La Coruña,Oviedo,2,1
08/03/1998,1997-1998,28,Sporting de Gijón,Celta de Vigo,0,1
08/03/1998,1997-1998,28,Mallorca,Valladolid,1,1
08/03/1998,1997-1998,28,Racing de Santander,Compostela,1,1
08/03/1998,1997-1998,28,Real Sociedad,Zaragoza,0,1
08/03/1998,1997-1998,28,Salamanca,Espanyol,2,1
08/03/1998,1997-1998,28,Tenerife,Athletic Club,0,2
09/03/1998,1997-1998,28,Valencia,Mérida,3,0
14/03/1998,1997-1998,29,Compostela,Atlético de Madrid,2,1
14/03/1998,1997-1998,29,Real Madrid,Racing de Santander,2,2
15/03/1998,1997-1998,29,Betis,Salamanca,2,1
15/03/1998,1997-1998,29,Celta de Vigo,Tenerife,0,0
15/03/1998,1997-1998,29,Espanyol,Real Sociedad,0,3
15/03/1998,1997-1998,29,Mérida,Deportivo de La Coruña,1,0
15/03/1998,1997-1998,29,Oviedo,Sporting de Gijón,2,1
15/03/1998,1997-1998,29,Valladolid,Barcelona,1,2
15/03/1998,1997-1998,29,Zaragoza,Valencia,0,2
16/03/1998,1997-1998,29,Athletic Club,Mallorca,3,1
21/03/1998,1997-1998,30,Salamanca,Atlético de Madrid,5,4
22/03/1998,1997-1998,30,Barcelona,Athletic Club,4,0
22/03/1998,1997-1998,30,Deportivo de La Coruña,Zaragoza,2,1
22/03/1998,1997-1998,30,Sporting de Gijón,Mérida,0,0
22/03/1998,1997-1998,30,Mallorca,Celta de Vigo,4,2
22/03/1998,1997-1998,30,Racing de Santander,Valladolid,1,2
22/03/1998,1997-1998,30,Real Sociedad,Betis,2,0
22/03/1998,1997-1998,30,Real Madrid,Compostela,2,1
22/03/1998,1997-1998,30,Tenerife,Oviedo,1,0
22/03/1998,1997-1998,30,Valencia,Espanyol,0,0
28/03/1998,1997-1998,31,Atlético de Madrid,Real Sociedad,2,2
28/03/1998,1997-1998,31,Betis,Valencia,1,0
28/03/1998,1997-1998,31,Valladolid,Real Madrid,1,1
29/03/1998,1997-1998,31,Athletic Club,Racing de Santander,4,3
29/03/1998,1997-1998,31,Celta de Vigo,Barcelona,3,1
29/03/1998,1997-1998,31,Compostela,Salamanca,2,0
29/03/1998,1997-1998,31,Espanyol,Deportivo de La Coruña,2,0
29/03/1998,1997-1998,31,Mérida,Tenerife,1,1
29/03/1998,1997-1998,31,Oviedo,Mallorca,0,1
29/03/1998,1997-1998,31,Zaragoza,Sporting de Gijón,0,0
04/04/1998,1997-1998,32,Barcelona,Oviedo,2,1
04/04/1998,1997-1998,32,Deportivo de La Coruña,Betis,2,0
04/04/1998,1997-1998,32,Real Madrid,Athletic Club,0,0
05/04/1998,1997-1998,32,Sporting de Gijón,Espanyol,1,0
05/04/1998,1997-1998,32,Mallorca,Mérida,1,0
05/04/1998,1997-1998,32,Racing de Santander,Celta de Vigo,2,1
05/04/1998,1997-1998,32,Real Sociedad,Salamanca,1,1
05/04/1998,1997-1998,32,Tenerife,Zaragoza,0,0
05/04/1998,1997-1998,32,Valencia,Atlético de Madrid,4,1
05/04/1998,1997-1998,32,Valladolid,Compostela,4,1
11/04/1998,1997-1998,33,Atlético de Madrid,Deportivo de La Coruña,3,0
11/04/1998,1997-1998,33,Celta de Vigo,Real Madrid,2,1
11/04/1998,1997-1998,33,Mérida,Barcelona,1,2
12/04/1998,1997-1998,33,Athletic Club,Valladolid,2,0
12/04/1998,1997-1998,33,Compostela,Real Sociedad,1,3
12/04/1998,1997-1998,33,Espanyol,Tenerife,2,0
12/04/1998,1997-1998,33,Oviedo,Racing de Santander,0,1
12/04/1998,1997-1998,33,Salamanca,Valencia,6,0
12/04/1998,1997-1998,33,Zaragoza,Mallorca,2,3
13/04/1998,1997-1998,33,Betis,Sporting de Gijón,2,1
18/04/1998,1997-1998,34,Barcelona,Zaragoza,1,0
18/04/1998,1997-1998,34,Valencia,Real Sociedad,3,2
19/04/1998,1997-1998,34,Athletic Club,Compostela,2,0
19/04/1998,1997-1998,34,Deportivo de La Coruña,Salamanca,1,0
19/04/1998,1997-1998,34,Sporting de Gijón,Atlético de Madrid,2,3
19/04/1998,1997-1998,34,Mallorca,Espanyol,2,2
19/04/1998,1997-1998,34,Racing de Santander,Mérida,2,0
19/04/1998,1997-1998,34,Real Madrid,Oviedo,5,1
19/04/1998,1997-1998,34,Tenerife,Betis,3,1
19/04/1998,1997-1998,34,Valladolid,Celta de Vigo,0,0
25/04/1998,1997-1998,35,Betis,Mallorca,2,1
25/04/1998,1997-1998,35,Espanyol,Barcelona,1,1
26/04/1998,1997-1998,35,Atlético de Madrid,Tenerife,2,2
26/04/1998,1997-1998,35,Celta de Vigo,Athletic Club,1,1
26/04/1998,1997-1998,35,Compostela,Valencia,3,1
26/04/1998,1997-1998,35,Mérida,Real Madrid,2,2
26/04/1998,1997-1998,35,Oviedo,Valladolid,0,1
26/04/1998,1997-1998,35,Salamanca,Sporting de Gijón,4,0
26/04/1998,1997-1998,35,Zaragoza,Racing de Santander,2,0
27/04/1998,1997-1998,35,Real Sociedad,Deportivo de La Coruña,1,1
02/05/1998,1997-1998,36,Deportivo de La Coruña,Valencia,1,2
03/05/1998,1997-1998,36,Athletic Club,Oviedo,3,0
03/05/1998,1997-1998,36,Barcelona,Betis,1,3
03/05/1998,1997-1998,36,Celta de Vigo,Compostela,3,3
03/05/1998,1997-1998,36,Sporting de Gijón,Real Sociedad,0,2
03/05/1998,1997-1998,36,Mallorca,Atlético de Madrid,2,1
03/05/1998,1997-1998,36,Racing de Santander,Espanyol,1,1
03/05/1998,1997-1998,36,Tenerife,Salamanca,2,0
03/05/1998,1997-1998,36,Valladolid,Mérida,0,0
04/05/1998,1997-1998,36,Real Madrid,Zaragoza,0,2
09/05/1998,1997-1998,37,Espanyol,Real Madrid,1,0
09/05/1998,1997-1998,37,Valencia,Sporting de Gijón,2,2
10/05/1998,1997-1998,37,Atlético de Madrid,Barcelona,5,2
10/05/1998,1997-1998,37,Betis,Racing de Santander,0,2
10/05/1998,1997-1998,37,Deportivo de La Coruña,Compostela,2,6
10/05/1998,1997-1998,37,Mérida,Athletic Club,0,0
10/05/1998,1997-1998,37,Real Sociedad,Tenerife,1,1
10/05/1998,1997-1998,37,Oviedo,Celta de Vigo,3,1
10/05/1998,1997-1998,37,Salamanca,Mallorca,1,1
10/05/1998,1997-1998,37,Zaragoza,Valladolid,0,0
29/08/1998,1998-1999,1,Alavés,Betis,0,0
29/08/1998,1998-1999,1,Valencia,Atlético de Madrid,1,0
30/08/1998,1998-1999,1,Celta de Vigo,Deportivo de La Coruña,0,0
30/08/1998,1998-1999,1,Espanyol,Tenerife,2,1
30/08/1998,1998-1999,1,Extremadura,Valladolid,0,0
30/08/1998,1998-1999,1,Racing de Santander,Barcelona,0,0
30/08/1998,1998-1999,1,Real Sociedad,Oviedo,3,3
30/08/1998,1998-1999,1,Salamanca,Mallorca,0,0
30/08/1998,1998-1999,1,Zaragoza,Athletic Club,2,0
31/08/1998,1998-1999,1,Real Madrid,Villarreal,4,1
12/09/1998,1998-1999,2,Athletic Club,Racing de Santander,2,0
12/09/1998,1998-1999,2,Atlético de Madrid,Salamanca,2,0
12/09/1998,1998-1999,2,Barcelona,Extremadura,1,0
12/09/1998,1998-1999,2,Betis,Zaragoza,1,3
12/09/1998,1998-1999,2,Deportivo de La Coruña,Valencia,1,0
12/09/1998,1998-1999,2,Tenerife,Real Sociedad,2,2
12/09/1998,1998-1999,2,Valladolid,Real Madrid,0,1
12/09/1998,1998-1999,2,Villarreal,Celta de Vigo,1,1
13/09/1998,1998-1999,2,Mallorca,Espanyol,2,0
13/09/1998,1998-1999,2,Oviedo,Alavés,1,0
19/09/1998,1998-1999,3,Real Madrid,Barcelona,2,2
20/09/1998,1998-1999,3,Celta de Vigo,Valladolid,0,0
20/09/1998,1998-1999,3,Alavés,Zaragoza,1,0
20/09/1998,1998-1999,3,Espanyol,Atlético de Madrid,1,1
20/09/1998,1998-1999,3,Extremadura,Athletic Club,0,1
20/09/1998,1998-1999,3,Racing de Santander,Betis,1,0
20/09/1998,1998-1999,3,Real Sociedad,Mallorca,0,1
20/09/1998,1998-1999,3,Oviedo,Tenerife,0,1
20/09/1998,1998-1999,3,Salamanca,Deportivo de La Coruña,3,1
20/09/1998,1998-1999,3,Valencia,Villarreal,1,0
26/09/1998,1998-1999,4,Athletic Club,Real Madrid,2,3
26/09/1998,1998-1999,4,Atlético de Madrid,Real Sociedad,4,1
26/09/1998,1998-1999,4,Barcelona,Celta de Vigo,2,2
26/09/1998,1998-1999,4,Betis,Extremadura,1,1
26/09/1998,1998-1999,4,Valladolid,Valencia,3,1
27/09/1998,1998-1999,4,Deportivo de La Coruña,Espanyol,1,0
27/09/1998,1998-1999,4,Mallorca,Oviedo,0,0
27/09/1998,1998-1999,4,Tenerife,Alavés,1,2
27/09/1998,1998-1999,4,Villarreal,Salamanca,5,0
27/09/1998,1998-1999,4,Zaragoza,Racing de Santander,3,1
03/10/1998,1998-1999,5,Valencia,Barcelona,1,3
04/10/1998,1998-1999,5,Celta de Vigo,Athletic Club,3,2
04/10/1998,1998-1999,5,Alavés,Racing de Santander,0,1
04/10/1998,1998-1999,5,Espanyol,Villarreal,1,1
04/10/1998,1998-1999,5,Extremadura,Zaragoza,0,2
04/10/1998,1998-1999,5,Real Sociedad,Deportivo de La Coruña,2,0
04/10/1998,1998-1999,5,Real Madrid,Betis,0,1
04/10/1998,1998-1999,5,Oviedo,Atlético de Madrid,3,1
04/10/1998,1998-1999,5,Salamanca,Valladolid,1,0
04/10/1998,1998-1999,5,Tenerife,Mallorca,1,1
17/10/1998,1998-1999,6,Athletic Club,Valencia,2,0
17/10/1998,1998-1999,6,Atlético de Madrid,Tenerife,2,0
17/10/1998,1998-1999,6,Barcelona,Salamanca,1,1
17/10/1998,1998-1999,6,Betis,Celta de Vigo,0,3
17/10/1998,1998-1999,6,Villarreal,Real Sociedad,1,1
17/10/1998,1998-1999,6,Zaragoza,Real Madrid,3,4
18/10/1998,1998-1999,6,Deportivo de La Coruña,Oviedo,4,0
18/10/1998,1998-1999,6,Mallorca,Alavés,2,1
18/10/1998,1998-1999,6,Racing de Santander,Extremadura,3,1
18/10/1998,1998-1999,6,Valladolid,Espanyol,2,1
24/10/1998,1998-1999,7,Celta de Vigo,Zaragoza,2,0
25/10/1998,1998-1999,7,Alavés,Extremadura,0,1
25/10/1998,1998-1999,7,Espanyol,Barcelona,1,2
25/10/1998,1998-1999,7,Mallorca,Atlético de Madrid,4,0
25/10/1998,1998-1999,7,Real Sociedad,Valladolid,1,0
25/10/1998,1998-1999,7,Real Madrid,Racing de Santander,2,2
25/10/1998,1998-1999,7,Oviedo,Villarreal,0,0
25/10/1998,1998-1999,7,Salamanca,Athletic Club,2,1
25/10/1998,1998-1999,7,Tenerife,Deportivo de La Coruña,1,1
25/10/1998,1998-1999,7,Valencia,Betis,5,1
31/10/1998,1998-1999,8,Athletic Club,Espanyol,2,2
31/10/1998,1998-1999,8,Atlético de Madrid,Alavés,3,0
31/10/1998,1998-1999,8,Barcelona,Real Sociedad,4,1
31/10/1998,1998-1999,8,Betis,Salamanca,1,0
31/10/1998,1998-1999,8,Extremadura,Real Madrid,1,5
31/10/1998,1998-1999,8,Racing de Santander,Celta de Vigo,2,2
31/10/1998,1998-1999,8,Zaragoza,Valencia,1,4
01/11/1998,1998-1999,8,Deportivo de La Coruña,Mallorca,1,1
01/11/1998,1998-1999,8,Valladolid,Oviedo,2,1
01/11/1998,1998-1999,8,Villarreal,Tenerife,2,5
07/11/1998,1998-1999,9,Espanyol,Betis,1,0
08/11/1998,1998-1999,9,Atlético de Madrid,Deportivo de La Coruña,1,1
08/11/1998,1998-1999,9,Celta de Vigo,Extremadura,5,1
08/11/1998,1998-1999,9,Alavés,Real Madrid,1,1
08/11/1998,1998-1999,9,Mallorca,Villarreal,1,0
08/11/1998,1998-1999,9,Real Sociedad,Athletic Club,3,1
08/11/1998,1998-1999,9,Oviedo,Barcelona,2,1
08/11/1998,1998-1999,9,Salamanca,Zaragoza,1,2
08/11/1998,1998-1999,9,Tenerife,Valladolid,2,2
08/11/1998,1998-1999,9,Valencia,Racing de Santander,3,0
14/11/1998,1998-1999,10,Real Madrid,Celta de Vigo,1,2
15/11/1998,1998-1999,10,Athletic Club,Oviedo,3,5
15/11/1998,1998-1999,10,Barcelona,Tenerife,4,1
15/11/1998,1998-1999,10,Betis,Real Sociedad,1,0
15/11/1998,1998-1999,10,Deportivo de La Coruña,Alavés,2,2
15/11/1998,1998-1999,10,Extremadura,Valencia,1,0
15/11/1998,1998-1999,10,Racing de Santander,Salamanca,4,1
15/11/1998,1998-1999,10,Valladolid,Mallorca,1,0
15/11/1998,1998-1999,10,Villarreal,Atlético de Madrid,2,1
15/11/1998,1998-1999,10,Zaragoza,Espanyol,0,3
20/11/1998,1998-1999,11,Tenerife,Athletic Club,0,1
21/11/1998,1998-1999,11,Atlético de Madrid,Valladolid,6,1
21/11/1998,1998-1999,11,Alavés,Celta de Vigo,2,0
21/11/1998,1998-1999,11,Mallorca,Barcelona,1,0
21/11/1998,1998-1999,11,Real Sociedad,Zaragoza,0,0
21/11/1998,1998-1999,11,Oviedo,Betis,0,1
21/11/1998,1998-1999,11,Valencia,Real Madrid,3,1
22/11/1998,1998-1999,11,Deportivo de La Coruña,Villarreal,2,1
22/11/1998,1998-1999,11,Espanyol,Racing de Santander,1,1
22/11/1998,1998-1999,11,Salamanca,Extremadura,2,1
28/11/1998,1998-1999,12,Barcelona,Atlético de Madrid,0,1
29/11/1998,1998-1999,12,Athletic Club,Mallorca,1,0
29/11/1998,1998-1999,12,Betis,Tenerife,1,0
29/11/1998,1998-1999,12,Celta de Vigo,Valencia,2,2
29/11/1998,1998-1999,12,Extremadura,Espanyol,1,0
29/11/1998,1998-1999,12,Racing de Santander,Real Sociedad,0,1
29/11/1998,1998-1999,12,Valladolid,Deportivo de La Coruña,0,1
29/11/1998,1998-1999,12,Villarreal,Alavés,2,0
29/11/1998,1998-1999,12,Zaragoza,Oviedo,1,0
06/01/1999,1998-1999,12,Real Madrid,Salamanca,3,1
05/12/1998,1998-1999,13,Atlético de Madrid,Athletic Club,0,0
05/12/1998,1998-1999,13,Deportivo de La Coruña,Barcelona,2,1
05/12/1998,1998-1999,13,Espanyol,Real Madrid,0,0
05/12/1998,1998-1999,13,Mallorca,Betis,1,0
05/12/1998,1998-1999,13,Real Sociedad,Extremadura,2,0
05/12/1998,1998-1999,13,Salamanca,Celta de Vigo,1,1
06/12/1998,1998-1999,13,Alavés,Valencia,0,1
06/12/1998,1998-1999,13,Oviedo,Racing de Santander,1,0
06/12/1998,1998-1999,13,Tenerife,Zaragoza,1,1
06/12/1998,1998-1999,13,Villarreal,Valladolid,2,1
12/12/1998,1998-1999,14,Betis,Atlético de Madrid,0,0
13/12/1998,1998-1999,14,Athletic Club,Deportivo de La Coruña,2,1
13/12/1998,1998-1999,14,Barcelona,Villarreal,1,3
13/12/1998,1998-1999,14,Celta de Vigo,Espanyol,2,0
13/12/1998,1998-1999,14,Extremadura,Oviedo,0,1
13/12/1998,1998-1999,14,Racing de Santander,Tenerife,0,0
13/12/1998,1998-1999,14,Real Madrid,Real Sociedad,3,2
13/12/1998,1998-1999,14,Valencia,Salamanca,1,0
13/12/1998,1998-1999,14,Valladolid,Alavés,3,0
13/12/1998,1998-1999,14,Zaragoza,Mallorca,0,1
19/12/1998,1998-1999,15,Deportivo de La Coruña,Betis,2,2
20/12/1998,1998-1999,15,Atlético de Madrid,Zaragoza,0,0
20/12/1998,1998-1999,15,Alavés,Salamanca,1,0
20/12/1998,1998-1999,15,Espanyol,Valencia,2,1
20/12/1998,1998-1999,15,Mallorca,Racing de Santander,1,1
20/12/1998,1998-1999,15,Real Sociedad,Celta de Vigo,2,0
20/12/1998,1998-1999,15,Oviedo,Real Madrid,1,0
20/12/1998,1998-1999,15,Tenerife,Extremadura,1,1
20/12/1998,1998-1999,15,Valladolid,Barcelona,0,1
20/12/1998,1998-1999,15,Villarreal,Athletic Club,0,1
02/01/1999,1998-1999,16,Valencia,Real Sociedad,2,0
03/01/1999,1998-1999,16,Athletic Club,Valladolid,2,1
03/01/1999,1998-1999,16,Barcelona,Alavés,7,1
03/01/1999,1998-1999,16,Betis,Villarreal,4,1
03/01/1999,1998-1999,16,Celta de Vigo,Oviedo,6,2
03/01/1999,1998-1999,16,Extremadura,Mallorca,1,0
03/01/1999,1998-1999,16,Racing de Santander,Atlético de Madrid,2,3
03/01/1999,1998-1999,16,Real Madrid,Tenerife,4,0
03/01/1999,1998-1999,16,Salamanca,Espanyol,2,3
03/01/1999,1998-1999,16,Zaragoza,Deportivo de La Coruña,3,1
09/01/1999,1998-1999,17,Barcelona,Athletic Club,4,2
10/01/1999,1998-1999,17,Atlético de Madrid,Extremadura,5,0
10/01/1999,1998-1999,17,Alavés,Espanyol,1,1
10/01/1999,1998-1999,17,Deportivo de La Coruña,Racing de Santander,1,2
10/01/1999,1998-1999,17,Mallorca,Real Madrid,2,1
10/01/1999,1998-1999,17,Real Sociedad,Salamanca,4,0
10/01/1999,1998-1999,17,Oviedo,Valencia,2,2
10/01/1999,1998-1999,17,Tenerife,Celta de Vigo,0,2
10/01/1999,1998-1999,17,Valladolid,Betis,0,3
10/01/1999,1998-1999,17,Villarreal,Zaragoza,1,1
16/01/1999,1998-1999,18,Celta de Vigo,Mallorca,4,2
17/01/1999,1998-1999,18,Betis,Barcelona,0,3
17/01/1999,1998-1999,18,Alavés,Athletic Club,1,2
17/01/1999,1998-1999,18,Espanyol,Real Sociedad,0,0
17/01/1999,1998-1999,18,Extremadura,Deportivo de La Coruña,1,2
17/01/1999,1998-1999,18,Racing de Santander,Villarreal,1,2
17/01/1999,1998-1999,18,Real Madrid,Atlético de Madrid,4,2
17/01/1999,1998-1999,18,Salamanca,Oviedo,1,1
17/01/1999,1998-1999,18,Valencia,Tenerife,1,1
17/01/1999,1998-1999,18,Zaragoza,Valladolid,2,0
23/01/1999,1998-1999,19,Athletic Club,Betis,0,0
24/01/1999,1998-1999,19,Atlético de Madrid,Celta de Vigo,2,1
24/01/1999,1998-1999,19,Barcelona,Zaragoza,3,1
24/01/1999,1998-1999,19,Deportivo de La Coruña,Real Madrid,4,0
24/01/1999,1998-1999,19,Mallorca,Valencia,0,1
24/01/1999,1998-1999,19,Real Sociedad,Alavés,2,1
24/01/1999,1998-1999,19,Oviedo,Espanyol,1,1
24/01/1999,1998-1999,19,Tenerife,Salamanca,1,0
24/01/1999,1998-1999,19,Valladolid,Racing de Santander,0,0
24/01/1999,1998-1999,19,Villarreal,Extremadura,1,1
30/01/1999,1998-1999,20,Athletic Club,Zaragoza,2,0
30/01/1999,1998-1999,20,Atlético de Madrid,Valencia,1,2
30/01/1999,1998-1999,20,Betis,Alavés,1,0
30/01/1999,1998-1999,20,Mallorca,Salamanca,1,0
30/01/1999,1998-1999,20,Oviedo,Real Sociedad,2,1
30/01/1999,1998-1999,20,Villarreal,Real Madrid,0,2
31/01/1999,1998-1999,20,Barcelona,Racing de Santander,3,2
31/01/1999,1998-1999,20,Deportivo de La Coruña,Celta de Vigo,2,1
31/01/1999,1998-1999,20,Tenerife,Espanyol,0,0
31/01/1999,1998-1999,20,Valladolid,Extremadura,0,0
06/02/1999,1998-1999,21,Valencia,Deportivo de La Coruña,0,0
07/02/1999,1998-1999,21,Celta de Vigo,Villarreal,4,1
07/02/1999,1998-1999,21,Alavés,Oviedo,2,2
07/02/1999,1998-1999,21,Espanyol,Mallorca,1,0
07/02/1999,1998-1999,21,Extremadura,Barcelona,1,2
07/02/1999,1998-1999,21,Racing de Santander,Athletic Club,2,0
07/02/1999,1998-1999,21,Real Sociedad,Tenerife,1,1
07/02/1999,1998-1999,21,Real Madrid,Valladolid,3,2
07/02/1999,1998-1999,21,Salamanca,Atlético de Madrid,2,1
07/02/1999,1998-1999,21,Zaragoza,Betis,2,2
13/02/1999,1998-1999,22,Atlético de Madrid,Espanyol,1,2
13/02/1999,1998-1999,22,Deportivo de La Coruña,Salamanca,1,0
13/02/1999,1998-1999,22,Mallorca,Real Sociedad,1,0
14/02/1999,1998-1999,22,Athletic Club,Extremadura,0,0
14/02/1999,1998-1999,22,Barcelona,Real Madrid,3,0
14/02/1999,1998-1999,22,Betis,Racing de Santander,1,1
14/02/1999,1998-1999,22,Tenerife,Oviedo,0,2
14/02/1999,1998-1999,22,Valladolid,Celta de Vigo,2,1
14/02/1999,1998-1999,22,Villarreal,Valencia,1,0
14/02/1999,1998-1999,22,Zaragoza,Alavés,1,1
20/02/1999,1998-1999,23,Extremadura,Betis,2,1
20/02/1999,1998-1999,23,Racing de Santander,Zaragoza,2,4
20/02/1999,1998-1999,23,Real Madrid,Athletic Club,0,1
21/02/1999,1998-1999,23,Celta de Vigo,Barcelona,0,0
21/02/1999,1998-1999,23,Alavés,Tenerife,3,1
21/02/1999,1998-1999,23,Espanyol,Deportivo de La Coruña,2,2
21/02/1999,1998-1999,23,Real Sociedad,Atlético de Madrid,3,2
21/02/1999,1998-1999,23,Oviedo,Mallorca,1,3
21/02/1999,1998-1999,23,Salamanca,Villarreal,1,0
21/02/1999,1998-1999,23,Valencia,Valladolid,0,1
27/02/1999,1998-1999,24,Athletic Club,Celta de Vigo,0,0
27/02/1999,1998-1999,24,Atlético de Madrid,Oviedo,0,0
27/02/1999,1998-1999,24,Barcelona,Valencia,2,4
27/02/1999,1998-1999,24,Betis,Real Madrid,3,2
28/02/1999,1998-1999,24,Deportivo de La Coruña,Real Sociedad,0,1
28/02/1999,1998-1999,24,Mallorca,Tenerife,1,1
28/02/1999,1998-1999,24,Racing de Santander,Alavés,2,0
28/02/1999,1998-1999,24,Valladolid,Salamanca,4,1
28/02/1999,1998-1999,24,Villarreal,Espanyol,2,2
28/02/1999,1998-1999,24,Zaragoza,Extremadura,3,1
06/03/1999,1998-1999,25,Oviedo,Deportivo de La Coruña,1,2
07/03/1999,1998-1999,25,Celta de Vigo,Betis,4,0
07/03/1999,1998-1999,25,Alavés,Mallorca,2,0
07/03/1999,1998-1999,25,Espanyol,Valladolid,0,2
07/03/1999,1998-1999,25,Extremadura,Racing de Santander,0,3
07/03/1999,1998-1999,25,Real Sociedad,Villarreal,1,1
07/03/1999,1998-1999,25,Real Madrid,Zaragoza,3,2
